st_name,year,ac_no,ac_name,ac_type,cand_name,cand_sex,partyname,partyabbre,totvotpoll,electors
Andhra Pradesh,1989.0,121,Darsi,GEN,Polepalli Satyanarayana,M,Independents,IND,334.0,172389
Andhra Pradesh,2014.0,266,Alur,GEN,G Vijay Kumar,M,IND,IND,448.0,438046
Andhra Pradesh,1994.0,133,Sulurpet,SC,Vankapuri Chalapathi,M,Independent,IND,42.0,142247
Andhra Pradesh,1985.0,270,Hanamkonda,GEN,Venkat Narayana Peddi,M,Independent,IND,251.0,134656
Andhra Pradesh,1989.0,219,Medchal,GEN,Bazaru Aileshwar Goud,M,Independents,IND,404.0,288720
Andhra Pradesh,2014.0,60,Khairatabad,GEN,None Of The Above,,NOTA,NOTA,1482.0,537366
Andhra Pradesh,2009.0,49,Lal Bahadur Nagar,GEN,P.Sudhakar Reddy,M,IND,IND,349.0,412728
Andhra Pradesh,1978.0,48,Kakinada,GEN,Gurram Kameswarao,M,Independent,IND,500.0,110642
Andhra Pradesh,1985.0,291,Alair,SC,Konapuram Chandraiah,M,Independent,IND,539.0,114507
Andhra Pradesh,2009.0,58,Malakpet,GEN,Md. Muzaffar Ali Khan,M,TDP,TDP,22468.0,193583
Andhra Pradesh,2014.0,239,Gudur ,SC,Dr.Bathala Radha Jyothsna Latha,F,TDP,TDP,71650.0,430408
Andhra Pradesh,2004.0,254,Karimnagar,GEN,Polu Arjun,M,Independent,IND,853.0,254255
Andhra Pradesh,1985.0,134,Venkatagiri,GEN,Dasaradha Ramaraju Kinduru,M,Independent,IND,425.0,123334
Andhra Pradesh,2014.0,247,Rayachoti,GEN,Chidambar Reddy Mulala,M,NCP,NCP,439.0,450776
Andhra Pradesh,1989.0,152,Rayachoty,GEN,P. Siddi Ramulu,M,Independents,IND,53.0,141906
Andhra Pradesh,1983.0,158,Jammalamadugu,GEN,Tatireddi Narasimha Reddy,M,Indian National Congress,INC,33238.0,111179
Andhra Pradesh,1994.0,157,Proddatur,GEN,Nagaiah Janjala,M,Independent,IND,18.0,184612
Andhra Pradesh,2009.0,190,Gannavaram,GEN,Muddaraboina Venkateswara Rao,M,INC,INC,66923.0,201578
Andhra Pradesh,1999.0,37,Chintapalli,ST,Bhaskararao Vanthala,M,Ntr Telugu Desam Party (Lakshmi Parvathi),NTRTDP(LP),2019.0,158744
Andhra Pradesh,2014.0,47,Uppal,GEN,Bethi Subhas Reddy,M,TRS,TRS,68226.0,909468
Andhra Pradesh,1994.0,267,Wardhannapet,GEN,Takkallapally Rajeshwar Rao,M,Bharatiya Janata Party,BJP,19672.0,142015
Andhra Pradesh,2014.0,224,Addanki ,GEN,Jasti Sriranganayakulu,M,IND,IND,227.0,441062
Andhra Pradesh,2004.0,185,Nandikotkur,GEN,Kukutla Boreddy,M,Pyramid Party Of India,PPOI,259.0,172117
Andhra Pradesh,1983.0,111,Chirala,GEN,Bandaru Nageswara Rao,M,Indian Congress (Jagjivan Ram),ICJ,478.0,133603
Andhra Pradesh,2014.0,245,Kadapa,GEN,Venkala Bhagyalakshmi,F,PPOI,PPOI,259.0,540198
Andhra Pradesh,1994.0,167,Kalyandrug,SC,Balaram,M,Bharatiya Janata Party,BJP,1101.0,166213
Andhra Pradesh,1994.0,188,Achampet,SC,Rama Dasu,M,Lok Party,LP,758.0,147495
Andhra Pradesh,1989.0,76,Nandigama,GEN,Mullela Pullaiah Babu,M,Telugu Desam,TDP,49008.0,134124
Andhra Pradesh,1978.0,245,Luxettipet,GEN,K. V. Krishna Rao,M,Indian National Congress,INC,18984.0,88532
Andhra Pradesh,2014.0,280,Kadiri,GEN,Vaditye Ramu Naik,M,IND,IND,283.0,447114
Andhra Pradesh,2014.0,164,Razole ,SC,Vijaya Prasad Sarella,M,INC,INC,1119.0,348166
Andhra Pradesh,2014.0,7,Adilabad,GEN,Bhuma Reddy Patil,M,BSP,BSP,1701.0,446524
Andhra Pradesh,2004.0,47,Sampara,GEN,Anisetti Bulliabbai Reddy,M,Indian National Congress,INC,59090.0,201137
Andhra Pradesh,2009.0,52,Serilingampally,GEN,Mohd.A.B Parwaiz Siddiqui,M,SP,SP,262.0,380856
Andhra Pradesh,1994.0,182,Koilkuntla,GEN,Kurnool Balaramudu,M,Independent,IND,143.0,143813
Andhra Pradesh,2004.0,106,Gurzala,GEN,Chilaka Ijaiah,M,Independent,IND,115.0,212908
Andhra Pradesh,2014.0,241,Venkatagiri,GEN,Kommi Lakshmaiah Naidu,M,YSRCP,YSRCP,78034.0,432078
Andhra Pradesh,2014.0,248,Pulivendla,GEN,Tugutla Raghava Reddy,M,RJD,RJD,625.0,450424
Andhra Pradesh,1983.0,176,Adoni,GEN,Narasanna,M,Independents,IND,290.0,108380
Andhra Pradesh,2004.0,103,Tadikonda,SC,Potluri Balaiah,M,Bahujan Samaj Party,BSP,1354.0,148406
Andhra Pradesh,1985.0,160,Pulivendla,GEN,Peddamallu Venkatasubba Reddy,M,Independent,IND,42.0,127849
Andhra Pradesh,2014.0,201,Mylavaram,GEN,Puli Sangeetha Rao,M,IND,IND,89.0,468050
Andhra Pradesh,1985.0,72,Kovvur,GEN,Md. Fijulla,M,Independent,IND,395.0,130433
Andhra Pradesh,1989.0,85,Gudivada,GEN,Appa Rao Vempala,M,Independents,IND,93.0,145655
Andhra Pradesh,2014.0,70,Secunderabad,GEN,Jayasudha Kapoor,F,INC,INC,14090.0,479322
Andhra Pradesh,2014.0,219,Gurazala,GEN,Vattepu Mariyadasu,M,IND,IND,353.0,477246
Andhra Pradesh,1999.0,215,Karwan,GEN,B.Purushotham,M,Independent,IND,757.0,283971
Andhra Pradesh,2004.0,185,Nandikotkur,GEN,N.Padmanabha Reddy,M,Independent,IND,396.0,172117
Andhra Pradesh,1983.0,150,Kodur,SC,Policherla Subbanna,M,Independents,IND,106.0,105528
Andhra Pradesh,1985.0,122,Markapur,GEN,Dasari Nageswara Rao,M,Independent,IND,821.0,122179
Andhra Pradesh,2009.0,228,Kandukur,GEN,Atchuta Malakondaiah,M,BJP,BJP,533.0,185120
Andhra Pradesh,2014.0,287,Srikalahasti,GEN,Kuntrapaku Surendra Babu,M,BSP,BSP,2491.0,456776
Andhra Pradesh,1999.0,63,Undi,GEN,Mutyala Venkateswara Rao (Ratnam),M,Anna Telugu Desam Party,ATDP,24826.0,150309
Andhra Pradesh,2009.0,270,Tadpatri,GEN,Diwakar Reddy J.C.,M,INC,INC,63358.0,202829
Andhra Pradesh,2004.0,62,Bhimavaram,GEN,Venkata Narasimharaju Penmetsa,M,Telugu Desam,TDP,56034.0,172259
Andhra Pradesh,1985.0,98,Bapatla,GEN,Kasu Radhakrishna Reddy,M,Independent,IND,336.0,127752
Andhra Pradesh,2014.0,169,Rajahmundry City,GEN,None Of The Above,,NOTA,NOTA,1122.0,459484
Andhra Pradesh,1994.0,132,Gudur,SC,Patra Prakasa Rao,M,Indian National Congress,INC,36386.0,158726
Andhra Pradesh,1985.0,292,Bhongir,GEN,Vadicherla Chandriah,M,Independent,IND,405.0,123200
Andhra Pradesh,1989.0,157,Proddatur,GEN,Nandyala Varadarajula Reddy,M,Indian National Congress,INC,77386.0,173661
Andhra Pradesh,1983.0,104,Sattenapalli,GEN,Benjamen Choutupalle,M,Independents,IND,110.0,128448
Andhra Pradesh,2014.0,128,Rajam ,SC,None Of The Above,,NOTA,NOTA,694.0,398698
Andhra Pradesh,1985.0,197,Gadwal,GEN,N. Gopala Reddy,M,Telugu Desam,TDP,38311.0,127600
Andhra Pradesh,2014.0,236,Nellore City,GEN,Arava Kiran Kumar,M,IND,IND,53.0,488764
Andhra Pradesh,2014.0,258,Nandyal,GEN,Yeturi Chinna Pullaiah,M,IND,IND,124.0,485536
Andhra Pradesh,1989.0,219,Medchal,GEN,S.K. Rahiman,M,Independents,IND,715.0,288720
Andhra Pradesh,2004.0,182,Koilkuntla,GEN,Bodhanam Bala Naganna,M,Independent,IND,727.0,157630
Andhra Pradesh,1994.0,152,Rayachoty,GEN,U. Hari,M,Bahujan Samaj Party,BSP,127.0,142357
Andhra Pradesh,2009.0,282,Pileru,GEN,Kavali Venugopal Nayunivaru,M,LSP,LSP,598.0,190578
Andhra Pradesh,2014.0,194,Machilipatnam,GEN,Sesha Sai Durga Rao Vadlamudi,M,BSP,BSP,275.0,364722
Andhra Pradesh,1994.0,254,Karimnagar,GEN,Gone Kishan,M,Independent,IND,276.0,195167
Andhra Pradesh,2009.0,181,Tadepalligudem,GEN,Karri Seetha Ramachandrarao,M,LSP,LSP,2142.0,171744
Andhra Pradesh,1978.0,270,Hanamkonda,GEN,Sheelam Rajalingam,M,Independent,IND,766.0,103952
Andhra Pradesh,1985.0,51,Ramachandrapuram,GEN,Subhas Chanra Bose Pilli,M,Indian National Congress,INC,23836.0,109427
Andhra Pradesh,1994.0,80,Mylavaram,GEN,P. Dhanarao,M,Independent,IND,137.0,162185
Andhra Pradesh,1983.0,243,Khanapur,ST,Renyka,F,Independents,IND,278.0,86723
Andhra Pradesh,1983.0,179,Kurnool,GEN,Beesanna J.,M,Independents,IND,113.0,121301
Andhra Pradesh,2014.0,285,Chandragiri,GEN,None Of The Above,,NOTA,NOTA,732.0,517718
Andhra Pradesh,1989.0,182,Koilkuntla,GEN,Yerrabothula Venkata Reddy,M,Independents,IND,318.0,134288
Andhra Pradesh,2014.0,3,Bellampalli,SC,Durgam Chinnaiah,M,TRS,TRS,73779.0,321980
Andhra Pradesh,2014.0,111,Yellandu ,ST,Messu Raja Shekar,M,IND,IND,448.0,377754
Andhra Pradesh,2014.0,272,Anantapur Urban,GEN,S.Abdul Khadar,M,IND,IND,215.0,505636
Andhra Pradesh,2009.0,46,Kukatpally,GEN,Meandakari Rangoji Rao,M,IND,IND,204.0,385031
Andhra Pradesh,2014.0,24,Manthani,GEN,Avadanula Hari Prasad,M,IND,IND,471.0,420464
Andhra Pradesh,1989.0,264,Dornakal,GEN,V. Rajavardhana Reddy,M,Independents,IND,599.0,120777
Andhra Pradesh,2009.0,254,Srisailam,GEN,Mallela Krishna Reddy,M,BJP,BJP,661.0,148226
Andhra Pradesh,2004.0,198,Amarchinta,GEN,Reddygari Ravindar Reddy,M,Independent,IND,605.0,194190
Andhra Pradesh,1983.0,104,Sattenapalli,GEN,Cherukuri Daniel,M,Independents,IND,168.0,128448
Andhra Pradesh,1978.0,78,Vijayawada East,GEN,Nadendla Bhaskar Rao,M,Indian National Congress (I),INC(I),30039.0,98227
Andhra Pradesh,2004.0,53,Mummidivaram,SC,N.M.Rushi,M,Republican Party Of India,RPI,1056.0,134963
Andhra Pradesh,2014.0,23,Ramagundam,GEN,Mulukuntla Suman,M,IND,IND,240.0,444956
Andhra Pradesh,1978.0,175,Alur,SC,Seetharam,M,Independent,IND,215.0,85849
Andhra Pradesh,1994.0,66,Attili,GEN,Bura Peddiraju,M,Independent,IND,54.0,135718
Andhra Pradesh,1985.0,55,Amalapuram,GEN,Ravanam Ramachandra Rao,M,Telugu Desam,TDP,33826.0,102377
Andhra Pradesh,1983.0,236,Bodhan,GEN,Bheem Shanker Rao,M,Independents,IND,877.0,91811
Andhra Pradesh,1999.0,67,Tadepalligudem,GEN,Gundubogula Nagu,M,Anna Telugu Desam Party,ATDP,1046.0,167754
Andhra Pradesh,1985.0,183,Allagadda,GEN,Gangula Prathapa Reddy,M,Indian National Congress,INC,45625.0,125448
Andhra Pradesh,1989.0,186,Nandyal,GEN,G. Kondaiath,M,Independents,IND,592.0,155474
Andhra Pradesh,1994.0,283,Tungaturthi,GEN,Mudumba Laxminarsimha Chary,M,Independent,IND,578.0,142039
Andhra Pradesh,2009.0,212,Prathipadu,SC,Suseela Rao Naligala,M,IND,IND,439.0,207396
Andhra Pradesh,2009.0,104,Parkal,GEN,Bochu Saraiah,M,BSP,BSP,1480.0,193381
Andhra Pradesh,1999.0,110,Chilakaluripet,GEN,Ponnam Ramanjaneyulu,M,Independent,IND,39.0,183363
Andhra Pradesh,1994.0,85,Gudivada,GEN,Seethala Sambasiva Rao,M,Independent,IND,66.0,150727
Andhra Pradesh,1994.0,256,Jagtial,GEN,Musku Yella Reddy,M,Independent,IND,276.0,160353
Andhra Pradesh,1994.0,274,Bhadrachalam,ST,Bhaskara Rao Tusti,M,Bharatiya Janata Party,BJP,2568.0,160840
Andhra Pradesh,2009.0,188,Tiruvuru,SC,Swamy Das Nallagatla,M,TDP,TDP,63359.0,179958
Andhra Pradesh,1983.0,196,Alampur,GEN,B. Kristanna,M,Independents,IND,2828.0,108484
Andhra Pradesh,1983.0,135,Sri Kalahasti,GEN,Srinivasulu Gajji,M,Lok Dal,LKD,2218.0,116403
Andhra Pradesh,2014.0,46,Kukatpally,GEN,M. Sudhakar,M,IND,IND,461.0,938704
Andhra Pradesh,2014.0,47,Uppal,GEN,Anil Kumar,M,IND,IND,267.0,909468
Andhra Pradesh,2014.0,23,Ramagundam,GEN,P.T. Swamy,M,RLD,RLD,428.0,444956
Andhra Pradesh,1994.0,184,Panyam,GEN,U.A. Hussain Reddy,M,Independent,IND,76.0,154772
Andhra Pradesh,1994.0,48,Kakinada,GEN,Narapareddi Kasi,M,Independent,IND,108.0,175035
Andhra Pradesh,1978.0,142,Kuppam,GEN,M.Venkarachalam,M,Independent,IND,7004.0,93102
Andhra Pradesh,2014.0,147,Araku Valley ,ST,Killo Surendra,M,CPM,CPM,9032.0,428200
Andhra Pradesh,2014.0,102,Mahabubabad ,ST,Rathnavath Ramesh,M,IND,IND,339.0,433370
Andhra Pradesh,1989.0,245,Luxettipet,GEN,G.V. Sudhakar Rao,M,Indian National Congress,INC,46349.0,164265
Andhra Pradesh,1989.0,17,Etcherla,SC,Boddepalli Narasimhulu,M,Indian National Congress,INC,28302.0,123520
Andhra Pradesh,2004.0,183,Allagadda,GEN,Bhuma Nagi Reddy,M,Telugu Desam,TDP,56915.0,174568
Andhra Pradesh,2009.0,25,Peddapalle,GEN,Kota Damodhar Reddy,M,IND,IND,1226.0,225755
Andhra Pradesh,2004.0,81,Tiruvuru,SC,Malladi Adiyya Alias Ashok,M,Bahujan Samaj Party,BSP,1508.0,175378
Andhra Pradesh,1989.0,154,Cuddapah,GEN,Shaik Tajuddin,M,Independents,IND,273.0,200639
Andhra Pradesh,1983.0,122,Markapur,GEN,Narayana Reddy V. V.,M,Independents,IND,40302.0,111795
Andhra Pradesh,2009.0,266,Alur,GEN,G.Khadar Basha,M,IND,IND,2750.0,196585
Andhra Pradesh,1994.0,51,Ramachandrapuram,GEN,Subhash Chandra Bose Pilli,M,Indian National Congress,INC,28896.0,126571
Andhra Pradesh,1999.0,277,Sathupalli,GEN,John Samuelu Madipalli,M,Marxist Communist Party Of India (S.S.Srivastava),MCPI(S),2914.0,189469
Andhra Pradesh,1985.0,24,Visakhapatnam-I,GEN,Rayavarapu Krishnamurty,M,Independent,IND,155.0,115102
Andhra Pradesh,1994.0,259,Sircilla,GEN,S.K. Bhashumiya,M,Independent,IND,436.0,172766
Andhra Pradesh,1978.0,100,Guntur-I,GEN,Vijya Ramanujam,F,Independent,IND,68.0,111383
Andhra Pradesh,1994.0,159,Kamalapuram,GEN,Venkata Tulasi Reddy Dondapati,M,Independent,IND,78.0,148485
Andhra Pradesh,1994.0,158,Jammalamadugu,GEN,Adinarayana Reddy C.,M,Independent,IND,115.0,148022
Andhra Pradesh,2014.0,225,Chirala,GEN,Kommanaboyina Mani Yadav,M,AAAP,AAAP,247.0,380088
Andhra Pradesh,2009.0,139,Bhimli,GEN,P.Uma Rani,F,INC,INC,41219.0,223150
Andhra Pradesh,2004.0,120,Cumbum,GEN,Vudumula Jagan Mohan Reddy,M,Independent,IND,168.0,135131
Andhra Pradesh,1994.0,206,Musheerabad,GEN,P.A. Shobha Yadav,F,Janata Party,JP,575.0,170733
Andhra Pradesh,1994.0,153,Lakkireddipalli,GEN,N. Reddibabu Reddi,M,Independent,IND,12.0,125988
Andhra Pradesh,2004.0,75,Jaggayyapet,GEN,Sriraghuram Nettem,M,Telugu Desam,TDP,58363.0,162596
Andhra Pradesh,1999.0,115,Ongole,GEN,U. Potuluraiah,M,Ajeya Bharat Party,AJBP,235.0,198048
Andhra Pradesh,1989.0,187,Atmakur,GEN,Budda Vegala Reddy,M,Indian National Congress,INC,61139.0,145863
Andhra Pradesh,2004.0,100,Guntur-I,GEN,Hari Prasad Mannava,M,Independent,IND,223.0,184068
Andhra Pradesh,1978.0,107,Macherla,GEN,Karpurapur Kotaiah,M,Janata Party,JNP,21598.0,103970
Andhra Pradesh,1985.0,284,Suryapet,SC,Jakki Mikelu,M,Independent,IND,523.0,118516
Andhra Pradesh,1994.0,55,Amalapuram,GEN,Dr. Metla Satyanarayana Rao,M,Telugu Desam,TDP,52926.0,115276
Andhra Pradesh,1999.0,23,Bheemunipatnam,GEN,Darabala Veerabhadrarao,M,Anna Telugu Desam Party,ATDP,1608.0,152059
Andhra Pradesh,1985.0,279,Palair,SC,Kathula Santhaiah,M,Independent,IND,1419.0,117442
Andhra Pradesh,2014.0,91,Suryapet,GEN,Joseph Mynam,M,IND,IND,124.0,432314
Andhra Pradesh,1994.0,250,Mydaram,SC,Mallesham Malem,M,Independent,IND,51558.0,214947
Andhra Pradesh,1989.0,35,Payakaraopeta,SC,Gautala Sumaua,F,Indian National Congress,INC,35486.0,116514
Andhra Pradesh,1978.0,127,Kovur,GEN,Jakka Venka Reddy,M,Communist Party Of India (Marxist),CPM,23953.0,105460
Andhra Pradesh,1983.0,85,Gudivada,GEN,Nanndamuri Taraka Rama Rao,M,Independents,IND,53906.0,113084
Andhra Pradesh,1994.0,81,Tiruvuru,SC,Mesapam Prabhakara Rao,M,Independent,IND,516.0,147737
Andhra Pradesh,1983.0,116,Santhanuthalapadu,SC,Tella Satyam,M,Independents,IND,360.0,128381
Andhra Pradesh,1994.0,218,Charminar,GEN,Asaduddin Owaisi,M,All India Majlis-E-Ittehadul Muslimeen,MIM,62714.0,224225
Andhra Pradesh,1985.0,71,Gopalpuram,SC,Nageswara Rao Yengala,M,Independent,IND,388.0,114219
Andhra Pradesh,1978.0,29,Paderu,ST,Thamarba Chittinaidu,M,Indian National Congress,INC,10146.0,88148
Andhra Pradesh,2014.0,91,Suryapet,GEN,Racharla Vijaykumar,M,PPOI,PPOI,685.0,432314
Andhra Pradesh,1989.0,146,Vayalpad,GEN,Chinthala Ramachandrfa Reddy,M,Telugu Desam,TDP,45366.0,132407
Andhra Pradesh,2009.0,274,Raptadu,GEN,J Mutyalappa,M,IND,IND,255.0,184518
Andhra Pradesh,1983.0,182,Koilkuntla,GEN,Chinna Narayana,M,Independents,IND,68.0,102802
Andhra Pradesh,2004.0,63,Undi,GEN,Ramachandra Raju Kalidindi,M,Independent,IND,665.0,146366
Andhra Pradesh,2009.0,228,Kandukur,GEN,Vallepu Ankaiah,M,IND,IND,398.0,185120
Andhra Pradesh,2009.0,101,Dornakal,ST,Ammaji Jarpula,F,IND,IND,781.0,185210
Andhra Pradesh,1978.0,211,Secunderabad Cantonment,SC,Mankamma V.,F,Indian National Congress,INC,3470.0,74765
Andhra Pradesh,1985.0,262,Jangaon,GEN,Anwar Sharief,M,Independent,IND,683.0,107565
Andhra Pradesh,1994.0,126,Allur,GEN,Katamreddy Vishnuvardhan Reddy,M,Indian National Congress,INC,40906.0,131430
Andhra Pradesh,1985.0,128,Atmakur,GEN,Lakkakula Prasada Rao,M,Independent,IND,1049.0,132642
Andhra Pradesh,1978.0,173,Dhamavaram,GEN,Apracharla Michael,M,Independent,IND,917.0,100215
Andhra Pradesh,2014.0,195,Avanigadda,GEN,Buddha Prasad Mandali,M,TDP,TDP,80995.0,392802
Andhra Pradesh,2014.0,224,Addanki ,GEN,Galam Lakshmi,F,INC,INC,1387.0,441062
Andhra Pradesh,1983.0,77,Vijayawada West,GEN,Jayaraju B. S.,M,Independents,IND,35449.0,139683
Andhra Pradesh,2014.0,232,Kanigiri,GEN,Nuthangi Seshadri,M,JASPA,JASPA,428.0,415532
Andhra Pradesh,1999.0,166,Penukonda,GEN,D. Ramaiah,M,Pyramid Party Of India,PPOI,767.0,159700
Andhra Pradesh,2009.0,268,Uravakonda,GEN,Vasikeri Shiva Prasad,M,IND,IND,838.0,187323
Andhra Pradesh,1983.0,79,Kankipadu,GEN,Myneni Kaxmana Swamy,M,Communist Party Of India,CPI,20034.0,141000
Andhra Pradesh,2014.0,162,Mummidivaram,GEN,Kattoju Sreenivasa Rao (Yobu),M,IND,IND,128.0,416594
Andhra Pradesh,1999.0,121,Darsi,GEN,Vema Venkata Subba Rao,M,Telugu Desam,TDP,57209.0,193213
Andhra Pradesh,1999.0,9,Parvathipuram,GEN,Mavudi Venkata Rao,M,Independent,IND,281.0,124854
Andhra Pradesh,1978.0,44,Prathipadu,GEN,Kollu Krishnarao,M,Independent,IND,2252.0,105294
Andhra Pradesh,2004.0,178,Kodumur,SC,Akepogu Vanumulaiah,M,Bahujan Samaj Party,BSP,3449.0,161699
Andhra Pradesh,2014.0,46,Kukatpally,GEN,Bandari Prabhu,M,IND,IND,334.0,938704
Andhra Pradesh,2009.0,35,Narayankhed,GEN,M. Bhupal Reddy,M,TRS,TRS,23794.0,197905
Andhra Pradesh,1994.0,108,Vinukonda,GEN,Guntupalli Venkata Appa Rao,M,Independent,IND,271.0,176286
Andhra Pradesh,1985.0,76,Nandigama,GEN,Joji Katarapu,M,Independent,IND,177.0,114975
Andhra Pradesh,2004.0,217,Chandrayangutta,GEN,Anil Kumar Srivastav,M,Akhil Bharatiya Jan Sangh,ABJS,995.0,315227
Andhra Pradesh,2009.0,143,Visakhapatnam  West,GEN,K.Koteswararao,M,RJD,RJD,594.0,165948
Andhra Pradesh,2004.0,189,Nagarkurnool,GEN,Madupu Kavali Nagulaiah,M,Independent,IND,392.0,192080
Andhra Pradesh,1983.0,95,Duggirala,GEN,Lankireddy Chinapapi Reddy,M,Independents,IND,37.0,102509
Andhra Pradesh,1985.0,261,Cheriyal,GEN,Panla Komrelli,M,Independent,IND,740.0,101962
Andhra Pradesh,1989.0,253,Indurthi,GEN,Ramchandra Reddy A,M,Independents,IND,417.0,138576
Andhra Pradesh,1989.0,156,Mydukur,GEN,R. Narasimha Reddy,M,Independents,IND,54.0,140217
Andhra Pradesh,1999.0,218,Charminar,GEN,Mushtaq Hussain,M,Majlis Bachao Tahreek,MBT,14205.0,291767
Andhra Pradesh,1994.0,212,Malakpet,GEN,Desham Narsimha Reddy,M,Andhra Pradesh Navodaya Praja Party,APNPP,120.0,303551
Andhra Pradesh,2014.0,103,Narsampet ,GEN,Prabhakar Reddy Gade,M,CPM,CPM,1266.0,411210
Andhra Pradesh,1994.0,157,Proddatur,GEN,Ramasubbareddy Kovvuru,M,Telugu Desam,TDP,38131.0,184612
Andhra Pradesh,1999.0,103,Tadikonda,SC,J.R. Pushpa Raju,M,Telugu Desam,TDP,51568.0,163048
Andhra Pradesh,1978.0,76,Nandigama,GEN,Gude Madhusudhana Rao,M,Indian National Congress (I),INC(I),24493.0,95396
Andhra Pradesh,1994.0,121,Darsi,GEN,Katuri Venkatanarayana Babu,M,Independent,IND,791.0,162407
Andhra Pradesh,1994.0,209,Secunderabad,GEN,Kumar M.B.,M,Independent,IND,173.0,187177
Andhra Pradesh,1985.0,215,Karwan,GEN,B. Satyanarayana,M,Independent,IND,174.0,124728
Andhra Pradesh,2009.0,99,Ghanpur (Station),SC,Ratnamala Naliganti,F,CPM,CPM,4664.0,225885
Andhra Pradesh,1994.0,64,Penugonda,GEN,Satyanarayana Vanka,M,Communist Party Of India,CPI,49194.0,123301
Andhra Pradesh,2014.0,260,Dhone,GEN,Matlaparthi Sridhar,M,RPS,RPS,431.0,455806
Andhra Pradesh,2009.0,69,Bahdurpura,GEN,Mohd. Moazam Khan,M,AIMIM,AIMIM,65453.0,189361
Andhra Pradesh,2014.0,45,Quthbullapur,GEN,Kuna Srisailam Goud,M,INC,INC,40283.0,1202496
Andhra Pradesh,1994.0,103,Tadikonda,SC,P. Murahari,M,Independent,IND,351.0,150823
Andhra Pradesh,1994.0,141,Palmaner,SC,P.R. Munaswamy,M,Independent,IND,212.0,154736
Andhra Pradesh,1994.0,227,Medak,GEN,Pratap Goudr,M,Bharatiya Janata Party,BJP,2406.0,130018
Andhra Pradesh,2009.0,92,Nalgonda,GEN,Badini Narasimha Goud,M,BSP,BSP,1236.0,200352
Andhra Pradesh,1989.0,250,Myadaram,SC,Moguram Komuraiah,M,Independents,IND,598.0,204942
Andhra Pradesh,1994.0,162,Nallamada,GEN,S. Krishna Naik,M,Independent,IND,193.0,128115
Andhra Pradesh,1999.0,213,Asafnagar,GEN,N. Krishna,M,Independent,IND,340.0,186469
Andhra Pradesh,1983.0,64,Penugonda,GEN,Satti Ganireddi,M,Independents,IND,189.0,96926
Andhra Pradesh,1985.0,31,Chodavaram,GEN,Somi Reddy Suryanarayana,M,Independent,IND,607.0,119442
Andhra Pradesh,1985.0,151,Rajampet,GEN,Maramreddy Lakshmi Narasaiah,M,Lok Dal,LKD,772.0,122343
Andhra Pradesh,1985.0,190,Kalwakurthi,GEN,Lingareddy Dyapa,M,Janta Party,JNP,27754.0,127661
Andhra Pradesh,1999.0,235,Banswada,GEN,S.V.L. Narsimha Rao,M,Anna Telugu Desam Party,ATDP,518.0,156857
Andhra Pradesh,1994.0,224,Sangareddy,GEN,Y. Shankar Goud,M,Bahujan Samaj Party,BSP,4237.0,218266
Andhra Pradesh,2009.0,237,Nellore Rural,GEN,Anam Vivekananda Reddy,M,INC,INC,46941.0,226906
Andhra Pradesh,1999.0,243,Khanapur,ST,L. Bakshi Naik,M,Indian National Congress,INC,30876.0,140498
Andhra Pradesh,1989.0,88,Malleswaram,GEN,Kagita Venkata Rao,M,Telugu Desam,TDP,43839.0,121864
Andhra Pradesh,1989.0,135,Sri Kalahasti,GEN,Dalavai Kannaiah,M,Independents,IND,174.0,155871
Andhra Pradesh,1994.0,242,Adilabad,GEN,Madavi Raju,M,Bahujan Samaj Party,BSP,6142.0,160415
Andhra Pradesh,1983.0,212,Malakpet,GEN,Indrasena Reddy,M,Bhartiya Janta Party,BJP,21937.0,139242
Andhra Pradesh,2009.0,104,Parkal,GEN,Konda Surekha,F,INC,INC,69135.0,193381
Andhra Pradesh,1994.0,101,Guntur-Ii,GEN,Vuggirala Dana Rao,M,Independent,IND,201.0,165701
Andhra Pradesh,2004.0,255,Choppadandi,GEN,Velichala Rajender Rao,M,Telangana Rashtra Samithi,TRS,29340.0,182702
Andhra Pradesh,1994.0,220,Siddipet,GEN,Kalvakunta Chandrashekar Rao,M,Telugu Desam,TDP,64645.0,145880
Andhra Pradesh,1985.0,132,Gudur,SC,Mungara Ramanaiah,M,Indian National Congress,INC,32911.0,134326
Andhra Pradesh,1999.0,110,Chilakaluripet,GEN,Nagalla Ram Babu,M,Ntr Telugu Desam Party (Lakshmi Parvathi),NTRTDP(LP),109.0,183363
Andhra Pradesh,1999.0,80,Mylavaram,GEN,Chenna Janaki Ramaiah,M,Independent,IND,36.0,181688
Andhra Pradesh,2009.0,222,Darsi,GEN,Eduru Narasimha Reddy,M,IND,IND,228.0,178980
Andhra Pradesh,1983.0,109,Narasaraopet,GEN,Buchipudi Subbareddi,M,Indian National Congress,INC,40543.0,133676
Andhra Pradesh,1978.0,138,Puttur,GEN,K.B. Siddaiah,M,Janata Party,JNP,28766.0,99046
Andhra Pradesh,2014.0,272,Anantapur Urban,GEN,B.Gurunatha Reddy,M,YSRCP,YSRCP,65370.0,505636
Andhra Pradesh,1983.0,252,Kamalapur,GEN,Madadi Ramachandra Reddy,M,Indian National Congress,INC,30179.0,112151
Andhra Pradesh,1983.0,141,Palmaner,SC,Nagulu Darjee,M,Bhartiya Janta Party,BJP,1066.0,102801
